Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
42957,1,2012-11-06 03:06:00,4,427,9657,2,5,3,9657
42958,2,2012-11-06 03:41:41,1,,805,,0,,
42960,2,2012-11-06 05:02:52,9,,8141,,2,,8141
42961,1,2012-11-06 05:29:25,2,225,16568,1,0,,9249
42962,2,2012-11-06 05:39:05,1,,8141,,2,,
42964,2,2012-11-06 06:52:42,1,,7828,,1,,
42965,2,2012-11-06 07:07:40,0,,12685,,7,,
42966,1,2012-11-06 07:33:52,5,276,16571,0,1,1,919
42967,1,2012-11-06 07:38:45,2,533,16570,2,9,1,9249
42968,2,2012-11-06 09:34:55,1,,805,,5,,
42969,1,2012-11-06 10:58:08,1,265,6920,0,7,,
42970,1,2012-11-06 11:15:18,1,204,16572,0,2,,16572
42971,2,2012-11-06 11:26:55,1,,686,,1,,
42973,1,2012-11-06 12:11:31,0,190,14674,1,0,1,14674
42975,2,2012-11-06 13:31:43,2,,8120,,7,,
42978,2,2012-11-06 14:19:32,1,,966,,0,,966
42980,2,2012-11-06 15:52:58,5,,8141,,4,,8141
42981,1,2012-11-06 16:11:25,2,488,16554,1,2,,7290
42982,1,2012-11-06 16:24:13,0,113,16520,0,8,,
42983,1,2012-11-06 16:34:42,2,218,16548,0,3,,44269
42984,2,2012-11-06 16:43:39,1,,9595,,0,,
42987,2,2012-11-06 17:29:35,1,,16049,,0,,
42990,1,2012-11-06 17:59:39,1,86,16204,1,1,,
42991,2,2012-11-06 18:25:22,11,,16579,,1,,16579
42992,1,2012-11-06 18:40:44,2,39,2921,0,1,,
42993,1,2012-11-06 18:46:31,7,337,16581,1,1,1,8013
42994,2,2012-11-06 18:48:16,1,,16297,,1,,
42995,1,2012-11-06 18:49:46,1,23,10341,0,0,,26338
42996,2,2012-11-06 19:21:28,3,,8013,,0,,
42997,1,2012-11-06 19:55:33,0,1534,2929,2,1,1,26338
42999,1,2012-11-06 21:28:43,6,1872,3026,2,1,4,
43000,1,2012-11-06 21:35:10,2,321,10841,1,0,,10841
43001,1,2012-11-06 21:45:29,1,115,16420,0,0,,
43002,2,2012-11-06 22:07:09,2,,4364,,0,,
43004,2,2012-11-06 22:38:06,5,,919,,0,,
43005,1,2012-11-06 22:44:08,1,249,9887,2,4,,
43006,1,2012-11-06 22:44:19,1,112,9619,0,1,1,9619
43007,2,2012-11-06 23:05:59,2,,12615,,8,,
43008,2,2012-11-06 23:14:52,1,,686,,7,,
43009,1,2012-11-06 23:26:29,12,793,2912,1,1,3,2912
43010,2,2012-11-06 23:33:02,14,,14434,,3,,14434
43012,1,2012-11-07 01:01:35,0,91,16588,1,2,,7290
43014,2,2012-11-07 01:36:34,1,,7071,,2,,
43015,1,2012-11-07 02:23:39,1,463,16591,1,0,,7290
43016,2,2012-11-07 02:32:10,3,,16592,,3,,
43017,1,2012-11-07 04:12:30,3,95,5503,0,7,,5503
43018,2,2012-11-07 04:52:24,2,,8141,,1,,8141
43019,1,2012-11-07 05:22:17,1,1460,16269,4,4,2,
43020,1,2012-11-07 05:35:33,0,3037,16595,1,2,,
43021,2,2012-11-07 05:46:26,2,,5836,,1,,5836
43022,2,2012-11-07 05:55:53,2,,3019,,1,,3019
43023,2,2012-11-07 06:33:05,2,,11588,,0,,
43024,2,2012-11-07 07:01:22,0,,13516,,0,,
43025,1,2012-11-07 07:10:18,0,64,13531,0,2,,
43027,2,2012-11-07 07:38:06,4,,7290,,0,,
43029,1,2012-11-07 08:18:52,4,143,16598,1,0,1,
43030,2,2012-11-07 08:51:20,7,,16599,,0,,43392
43031,1,2012-11-07 09:18:27,1,101,16600,3,3,,
43033,2,2012-11-07 09:24:32,4,,2860,,0,,
43034,1,2012-11-07 09:36:02,4,346,8114,2,3,2,930
43035,2,2012-11-07 10:25:02,4,,3277,,2,,3277
43036,1,2012-11-07 10:57:13,2,760,16602,1,1,,
43037,1,2012-11-07 11:05:26,1,61,13526,1,0,,
43038,2,2012-11-07 11:52:18,2,,3330,,0,,3330
43039,2,2012-11-07 12:05:08,1,,3330,,0,,3330
43040,1,2012-11-07 12:41:03,4,524,,1,2,1,2970
43041,2,2012-11-07 12:44:32,1,,686,,0,,
43042,1,2012-11-07 13:19:58,1,208,13624,0,3,,
43043,1,2012-11-07 13:48:08,0,82,9950,1,1,,
43044,2,2012-11-07 14:06:48,2,,3330,,1,,
43045,1,2012-11-07 14:10:34,2,201,,1,4,,27581
43046,2,2012-11-07 14:14:25,1,,6248,,0,,
43047,2,2012-11-07 14:37:54,1,,,,2,,
43048,2,2012-11-07 14:42:03,2,,14857,,4,,14857
43049,2,2012-11-07 14:42:38,1,,10069,,3,,10069
43050,1,2012-11-07 14:47:48,3,174,14346,2,3,,3826
43051,1,2012-11-07 14:50:13,4,24,16605,0,2,,7290
43052,2,2012-11-07 14:53:24,1,,264,,1,,
43053,1,2012-11-07 14:57:10,3,666,2063,1,0,,3826
43054,2,2012-11-07 14:58:40,1,,14434,,3,,14434
43056,2,2012-11-07 15:15:56,2,,13811,,1,,264
43057,2,2012-11-07 15:20:10,0,,16571,,1,,16571
43058,2,2012-11-07 15:26:47,1,,13348,,3,,
43059,2,2012-11-07 15:45:22,3,,11849,,0,,11849
43061,1,2012-11-07 16:38:31,2,1411,197,1,5,1,22311
43062,1,2012-11-07 17:44:52,0,121,16616,0,2,,7290
43064,2,2012-11-07 18:01:16,1,,11456,,0,,
43065,2,2012-11-07 18:11:46,0,,16387,,0,,
43066,2,2012-11-07 18:17:13,0,,16387,,0,,
43067,5,2012-11-07 18:27:47,0,,-1,,0,,-1
43068,4,2012-11-07 18:27:47,0,,9657,,0,,9657
43069,1,2012-11-07 18:33:33,1,50,16618,0,4,,
43071,1,2012-11-07 17:01:51,1,1715,16647,4,2,,
43072,2,2012-11-07 17:11:03,1,,13355,,0,,
43073,2,2012-11-07 17:12:51,8,,21911,,2,,
43074,2,2012-11-07 17:25:28,5,,6174,,9,,
43075,2,2012-11-07 18:50:36,20,,919,,5,,919
43076,1,2012-11-07 19:12:44,0,638,16622,0,2,,7290
43077,1,2012-11-07 19:32:49,0,166,16298,0,2,0,
43078,1,2012-11-07 19:48:25,2,67,13538,1,5,,13538
43082,2,2012-11-07 20:15:14,1,,8013,,14,,
43083,1,2012-11-07 20:26:05,0,182,13556,1,0,,7290
43084,2,2012-11-07 20:37:07,2,,1764,,1,,1764
43085,2,2012-11-07 20:56:03,1,,4505,,0,,
43086,1,2012-11-06 17:23:31,4,802,16656,1,9,,17230
43087,1,2012-11-07 21:14:42,0,328,16557,1,1,,
43088,2,2012-11-07 21:22:44,-1,,6547,,0,,7290
43090,2,2012-11-07 21:44:24,1,,7071,,0,,
43092,1,2012-11-07 21:57:04,1,75,16557,1,1,,
43093,1,2012-11-07 22:30:09,1,62,16623,0,0,,26338
43094,2,2012-11-07 22:36:44,3,,5829,,0,,
43095,2,2012-11-07 23:02:49,0,,16297,,0,,
43096,1,2012-11-07 23:25:24,1,112,5339,0,3,,
43097,1,2012-11-07 23:34:19,4,92,10849,1,0,,686
43098,1,2012-11-07 23:37:15,0,218,11279,1,5,,88
43099,1,2012-11-07 23:39:02,3,937,14899,2,0,,88
43101,2,2012-11-07 23:55:39,4,,16630,,0,,686
43102,1,2012-11-08 00:16:50,4,758,1618,1,0,2,88
43103,2,2012-11-08 00:19:44,2,,7071,,0,,
43105,2,2012-11-08 00:43:30,1,,14434,,0,,14434
43107,1,2012-11-08 00:57:48,1,80,14131,1,2,,88
43108,1,2012-11-08 01:45:32,2,82,16636,1,0,,7290
43109,1,2012-11-08 02:10:12,4,208,13636,1,11,1,13636
43110,1,2012-11-08 02:17:19,1,204,12574,2,0,1,88
43111,2,2012-11-08 02:29:19,-1,,11279,,5,,
43112,1,2012-11-08 03:22:38,1,60,16638,0,0,,
43113,1,2012-11-08 03:28:48,4,344,16380,1,0,,
43114,1,2012-11-08 03:54:38,2,1404,11453,4,0,,
43115,1,2012-11-08 04:17:22,1,573,11279,2,0,,88
43116,2,2012-11-08 04:18:57,1,,7071,,0,,7071
43117,2,2012-11-08 04:33:25,0,,7071,,1,,
43119,1,2012-11-08 05:49:14,4,2077,16557,3,2,1,
43120,1,2012-11-08 06:02:06,0,337,16643,0,3,,88
43122,2,2012-11-08 06:41:06,2,,8402,,0,,7290
43123,2,2012-11-08 07:09:17,0,,7828,,1,,
43125,2,2012-11-08 08:19:50,7,,10675,,5,,7290
43126,1,2012-11-08 08:46:00,2,158,16646,0,0,2,22047
43127,1,2012-11-08 09:09:45,0,207,13902,4,14,,13902
43128,1,2012-11-08 09:13:05,0,589,16037,2,6,,16037
43129,2,2012-11-08 09:36:44,3,,16645,,0,,
43130,2,2012-11-08 09:40:37,0,,16645,,1,,16645
43131,1,2012-11-08 09:55:34,2,849,16649,2,1,1,
43132,2,2012-11-08 10:19:40,1,,16596,,0,,686
43133,2,2012-11-08 10:43:58,1,,686,,1,,
43134,1,2012-11-08 10:45:02,1,107,16650,1,0,1,
43135,2,2012-11-08 11:02:04,0,,16638,,0,,
43136,2,2012-11-08 11:04:34,3,,6920,,6,,6920
43138,2,2012-11-08 11:11:40,2,,16651,,7,,
43139,2,2012-11-08 11:11:47,-1,,686,,1,,
43140,1,2012-11-08 11:13:00,4,420,10622,1,6,1,183
43142,1,2012-11-08 12:07:37,2,92,15913,2,4,,686
43144,1,2012-11-08 12:27:37,12,1382,16542,3,2,3,16542
43145,2,2012-11-08 12:40:57,1,,16049,,1,,
43146,1,2012-11-08 13:54:02,1,273,10064,1,0,,10064
43147,2,2012-11-08 13:54:06,6,,1764,,2,,
43148,2,2012-11-08 13:58:27,0,,686,,0,,
43149,1,2012-11-08 14:12:41,0,552,16657,1,6,,9249
43150,2,2012-11-08 14:14:17,13,,601,,2,,601
43151,2,2012-11-08 14:33:42,2,,14187,,7,,14187
43152,2,2012-11-08 14:41:34,2,,11797,,8,,11797
43153,2,2012-11-08 14:54:29,2,,11981,,0,,
43154,1,2012-11-08 14:54:57,0,84,16660,1,1,,
43156,2,2012-11-08 15:14:46,0,,16134,,0,,
43157,1,2012-11-08 15:33:45,0,1278,14803,2,4,,14803
43159,1,2012-11-08 17:02:50,6,6026,16662,2,8,2,183
43160,1,2012-11-08 10:47:02,1,66,18211,0,0,,
43161,1,2012-11-08 17:31:21,1,269,26105,2,0,,
43162,2,2012-11-08 17:47:48,0,,4505,,0,,
43163,2,2012-11-08 17:52:16,2,,11456,,1,,
43164,2,2012-11-08 17:55:12,1,,4505,,2,,
43165,2,2012-11-08 18:11:19,1,,4505,,1,,
43166,2,2012-11-08 18:22:46,1,,4505,,3,,
43167,2,2012-11-08 18:41:00,1,,16297,,0,,
43168,1,2012-11-08 19:11:18,4,516,11405,2,0,2,
43169,2,2012-11-08 19:36:18,2,,89,,0,,
43171,1,2012-11-08 19:42:55,2,267,16665,2,3,,88
43172,2,2012-11-08 19:43:08,13,,4505,,5,,
43173,2,2012-11-08 19:52:51,1,,4505,,2,,
43175,1,2012-11-08 20:14:41,4,350,16664,1,4,,3826
43176,1,2012-11-08 20:15:21,0,59,8053,1,1,,930
43177,2,2012-11-08 20:17:19,1,,4505,,1,,
43179,1,2012-11-08 20:23:26,4,104,9146,1,0,,9146
43180,2,2012-11-08 20:27:25,1,,4505,,1,,
43182,1,2012-11-08 20:52:44,1,127,16668,0,2,,7290
43183,2,2012-11-08 21:03:18,6,,919,,2,,919
43185,1,2012-11-08 21:41:50,7,778,13634,1,0,5,
43186,1,2012-11-08 22:31:52,-1,160,13985,1,0,0,13985
43187,2,2012-11-08 22:33:41,0,,10054,,0,,
43188,1,2012-11-08 22:57:38,2,230,16671,1,0,,88
43189,1,2012-11-08 23:01:55,1,340,9171,1,2,,9171
43190,2,2012-11-08 23:04:50,0,,10054,,1,,
43191,2,2012-11-08 23:48:01,3,,9007,,0,,
43192,1,2012-11-09 00:30:53,0,55,16674,0,3,,88
43193,2,2012-11-09 00:37:43,2,,16675,,0,,7970
43194,1,2012-11-09 00:50:55,3,393,2669,1,0,,
43195,1,2012-11-09 01:32:50,3,57,2189,1,0,,8141
43196,2,2012-11-09 01:39:10,2,,601,,4,,2669
43197,1,2012-11-09 02:34:19,3,254,,1,2,,183
43198,2,2012-11-09 02:43:05,0,,11279,,0,,11279
43201,1,2012-11-09 03:47:51,6,375,16680,2,1,1,
43202,2,2012-11-09 05:50:02,2,,16681,,2,,
43203,2,2012-11-09 07:53:21,4,,16596,,0,,9249
43204,2,2012-11-09 07:57:23,7,,16571,,4,,16571
43205,1,2012-11-09 08:04:15,2,110,16574,2,1,,
43206,1,2012-11-09 08:14:01,1,1002,14803,1,0,2,7290
43207,2,2012-11-09 08:23:30,2,,10069,,1,,
43209,1,2012-11-09 09:04:10,1,161,10760,2,6,1,10760
43210,1,2012-11-09 09:15:10,2,295,8402,0,13,,8402
43212,2,2012-11-09 10:11:33,1,,10622,,3,,919
43213,1,2012-11-09 10:41:13,1,98,11768,0,2,,11768
43214,1,2012-11-09 10:44:41,1,886,14715,0,6,,14715
43215,2,2012-11-09 10:49:21,1,,7486,,0,,
43216,1,2012-11-09 10:51:48,4,385,16552,1,0,1,
43217,1,2012-11-09 11:00:38,3,498,1818,1,3,,1818
43218,2,2012-11-09 11:09:51,3,,7486,,1,,
43219,2,2012-11-09 11:32:40,5,,13804,,13,,
43220,2,2012-11-09 11:33:04,1,,14803,,0,,
43221,2,2012-11-09 11:39:05,2,,14803,,3,,
43222,2,2012-11-09 11:55:11,1,,26105,,0,,
43223,2,2012-11-09 11:58:11,0,,16687,,2,,686
43224,2,2012-11-09 12:14:13,4,,3277,,7,,3277
43225,2,2012-11-09 12:25:29,1,,16387,,0,,16387
43226,2,2012-11-09 12:38:15,9,,9249,,9,,9249
43227,2,2012-11-09 13:02:44,3,,4253,,2,,
43228,1,2012-11-09 13:09:21,4,398,16362,1,0,1,16362
43230,2,2012-11-09 13:45:19,1,,6082,,3,,
43231,2,2012-11-09 14:56:58,6,,264,,5,,264
43232,2,2012-11-09 15:03:43,2,,11030,,0,,
43234,2,2012-11-09 15:25:56,6,,14434,,4,,14434
43236,1,2012-11-09 15:53:39,2,100,13022,1,2,,
43237,2,2012-11-09 16:00:29,1,,6174,,0,,
43239,1,2012-11-09 16:02:02,2,47,4742,0,0,,4742
43240,2,2012-11-09 16:16:07,0,,14131,,0,,
43241,2,2012-11-09 16:53:48,2,,16297,,2,,
43242,1,2012-11-09 16:59:46,2,331,12147,3,0,1,
43243,1,2012-11-09 17:21:28,2,1344,14860,1,0,,
43246,2,2012-11-09 17:49:33,3,,8141,,7,,8141
43248,2,2012-11-09 18:30:47,2,,919,,2,,919
43249,1,2012-11-09 18:51:08,1,284,16656,0,5,,16656
43250,2,2012-11-09 19:02:13,1,,14860,,0,,
43251,1,2012-11-09 19:07:10,1,120,2164,0,1,,
43252,1,2012-11-09 19:32:11,2,169,7172,1,0,,
43253,2,2012-11-09 19:47:03,1,,11623,,0,,
43254,1,2012-11-09 19:54:27,3,130,13413,0,0,,183
43255,1,2012-11-09 20:17:05,1,225,16439,0,3,1,16439
43256,1,2012-11-09 21:24:17,0,45,11453,0,8,,
43257,2,2012-11-09 21:24:38,0,,3382,,1,,
43258,2,2012-11-09 21:25:21,2,,12719,,0,,
43259,1,2012-11-09 21:34:38,7,132,16698,3,1,,183
43260,2,2012-11-09 22:07:13,1,,8013,,0,,
43261,1,2012-11-09 22:16:49,0,440,16665,1,4,,183
43262,2,2012-11-09 22:24:45,2,,16699,,0,,
43263,2,2012-11-09 22:32:52,1,,10054,,1,,
43264,1,2012-11-09 23:12:49,0,689,16700,3,3,,919
43265,2,2012-11-09 23:44:41,2,,13680,,2,,
43266,2,2012-11-10 00:08:29,1,,16228,,0,,
43267,1,2012-11-10 00:27:54,0,194,11453,1,0,,
43268,2,2012-11-10 00:46:28,1,,16228,,0,,
43269,2,2012-11-10 00:57:41,1,,16228,,0,,
43270,1,2012-11-10 01:03:52,4,1549,13770,2,0,0,183
43271,2,2012-11-10 01:15:09,2,,16228,,2,,
43272,2,2012-11-10 01:20:53,11,,183,,1,,25
43273,1,2012-11-10 01:27:38,0,88,8783,0,2,,8783
43274,2,2012-11-10 01:28:46,1,,7789,,2,,
43275,2,2012-11-10 01:38:20,4,,5836,,3,,
43276,1,2012-11-10 01:45:19,-1,204,16340,1,8,,183
43277,1,2012-11-10 01:52:12,0,68,16702,2,0,3,7290
43279,1,2012-11-10 02:16:28,1,114,14699,1,1,,
43281,2,2012-11-10 03:36:33,1,,805,,8,,805
43282,2,2012-11-10 03:51:10,2,,16704,,0,,
43283,1,2012-11-10 05:52:10,8,268,615,3,13,,22047
43285,2,2012-11-10 07:05:51,2,,3277,,0,,
43287,1,2012-11-10 08:04:14,1,117,,3,0,,
43288,2,2012-11-10 08:14:38,0,,10069,,2,,
43289,2,2012-11-10 08:28:00,4,,3835,,0,,
43290,2,2012-11-10 08:40:33,0,,10069,,0,,
43291,2,2012-11-10 09:00:34,1,,14803,,1,,
43292,1,2012-11-10 11:00:37,1,40,16450,1,0,,3277
43293,2,2012-11-10 11:10:02,0,,3382,,0,,
43295,2,2012-11-10 12:51:54,1,,7828,,1,,
43296,2,2012-11-10 13:36:03,2,,1739,,0,,
43297,1,2012-11-10 14:43:02,1,236,12885,1,0,,7290
43299,1,2012-11-10 15:29:55,2,168,13549,1,0,,930
43300,1,2012-11-10 15:30:41,1,72,14715,0,0,1,930
43302,1,2012-11-10 16:17:26,1,696,10028,0,2,2,10028
43303,2,2012-11-10 16:26:11,1,,12719,,0,,
43304,1,2012-11-10 16:44:20,1,771,12180,1,0,,930
43306,2,2012-11-10 17:38:59,-4,,16712,,1,,
43308,1,2012-11-10 19:09:42,0,143,16121,0,3,,16121
43309,1,2012-11-10 19:41:36,0,668,,1,1,,
43310,1,2012-11-10 20:04:29,1,2405,16131,3,1,,14803
43311,2,2012-11-10 20:46:58,0,,5280,,0,,
43312,1,2012-11-10 20:55:47,4,264,5280,2,2,1,
43315,1,2012-11-10 23:09:20,1,163,16715,0,7,,16715
43316,2,2012-11-11 00:00:06,1,,11060,,0,,11060
43317,2,2012-11-11 00:05:40,1,,6248,,0,,
43318,2,2012-11-11 00:30:28,2,,7250,,0,,
43319,1,2012-11-11 02:45:07,2,123,16716,2,0,,
43320,2,2012-11-11 03:18:29,3,,8006,,1,,
43321,1,2012-11-11 03:22:00,1,144,690,0,0,,
43322,2,2012-11-11 03:22:46,2,,4505,,1,,
43323,1,2012-11-11 03:29:08,0,54,14731,1,4,0,
43324,1,2012-11-11 03:55:23,2,386,13811,3,3,,13811
43325,2,2012-11-11 08:28:02,2,,805,,1,,805
43326,2,2012-11-11 08:41:19,2,,14803,,0,,
43327,2,2012-11-11 09:03:37,1,,892,,5,,
43328,2,2012-11-11 10:48:28,2,,16663,,0,,
43329,1,2012-11-11 11:08:54,3,380,6246,1,4,,686
43330,2,2012-11-11 11:13:49,2,,16663,,0,,
43331,1,2012-11-11 11:25:45,1,94,9203,0,3,,
43332,2,2012-11-11 13:50:54,0,,14860,,1,,
43333,1,2012-11-11 13:54:04,1,2313,2959,2,0,,1352
43335,2,2012-11-11 15:12:18,0,,643,,0,,
43336,1,2012-11-11 15:42:51,1,229,8431,1,2,1,8431
43337,1,2012-11-11 15:45:43,1,108,10055,1,0,,
43338,2,2012-11-11 15:53:45,1,,14434,,3,,14434
43339,1,2012-11-11 15:56:03,60,9210,12968,11,6,17,88
43340,1,2012-11-11 15:59:02,1,39,16722,0,1,,930
43341,1,2012-11-11 16:04:55,1,1806,16724,1,0,,7290
43343,1,2012-11-11 16:10:58,4,69,16716,1,1,2,7290
43344,2,2012-11-11 16:11:46,0,,9343,,12,,
43345,1,2012-11-11 16:20:06,0,481,16721,2,1,,930
43346,2,2012-11-11 16:58:25,2,,7290,,6,,
43347,1,2012-11-11 16:58:50,7,610,16726,4,0,3,
43348,2,2012-11-11 17:13:30,1,,3382,,4,,3382
43349,2,2012-11-11 17:21:36,1,,7290,,0,,
43350,2,2012-11-11 17:25:59,0,,13106,,1,,930
43351,2,2012-11-11 17:38:01,1,,2669,,2,,2669
43352,2,2012-11-11 18:05:46,1,,686,,2,,
43353,1,2012-11-11 18:20:01,1,42,12329,0,0,,930
43354,2,2012-11-11 18:25:53,1,,14203,,0,,
43355,1,2012-11-11 18:30:51,0,104,14861,2,0,,88
43356,2,2012-11-11 18:48:42,10,,5739,,10,,
43357,2,2012-11-11 19:05:20,3,,,,0,,
43358,1,2012-11-11 20:18:02,-2,199,16730,2,5,,
43359,2,2012-11-11 20:27:36,1,,14203,,1,,14203
43360,2,2012-11-11 20:44:59,3,,,,0,,
43361,1,2012-11-11 20:45:26,1,1500,16337,0,0,,16337
43362,2,2012-11-11 21:10:24,1,,12853,,0,,
43363,2,2012-11-11 21:35:15,3,,16640,,1,,16640
43365,1,2012-11-11 21:50:04,14,2187,16732,1,5,13,930
43366,1,2012-11-11 22:27:20,3,456,7795,4,0,2,2970
43367,2,2012-11-11 23:05:02,0,,14860,,0,,
43368,1,2012-11-11 23:34:26,3,763,16737,1,0,,805
43369,2,2012-11-11 23:40:46,4,,7972,,0,,2970
43370,1,2012-11-11 23:55:51,3,881,11408,2,0,2,88
43371,2,2012-11-12 00:32:58,2,,805,,3,,805
43372,2,2012-11-12 00:55:53,6,,88,,5,,
43373,2,2012-11-12 01:51:24,5,,686,,0,,
43374,2,2012-11-12 02:19:32,0,,16596,,0,,
43375,2,2012-11-12 02:50:49,0,,16596,,0,,
43376,2,2012-11-12 03:01:39,5,,159,,3,,
43377,2,2012-11-12 03:05:09,5,,159,,2,,
43378,1,2012-11-12 03:23:00,4,557,8207,1,0,,930
43379,1,2012-11-12 03:24:12,4,204,12096,1,0,1,12096
43380,1,2012-11-12 03:26:04,2,353,16740,0,2,,16740
43381,2,2012-11-12 03:57:38,2,,6642,,3,,
43382,2,2012-11-12 04:00:01,2,,16742,,1,,
43383,2,2012-11-12 04:25:42,1,,12318,,0,,12318
43384,1,2012-11-12 04:45:12,3,150,16744,1,0,,7290
43385,2,2012-11-12 05:41:48,7,,8141,,12,,8141
43388,1,2012-11-12 06:58:34,2,223,16748,1,0,,
43390,2,2012-11-12 08:12:52,0,,12147,,2,,
43391,1,2012-11-12 08:12:57,2,208,11522,0,1,,11522
43392,1,2012-11-12 08:31:18,4,283,7556,2,8,1,7556
43393,2,2012-11-12 08:39:59,2,,887,,3,,
43394,2,2012-11-12 08:44:51,2,,6082,,1,,
43395,2,2012-11-12 09:03:59,6,,4598,,5,,4598
43396,1,2012-11-12 09:12:33,1,101,8809,0,1,,
43398,1,2012-11-12 09:58:18,4,635,14674,1,0,,9249
43399,1,2012-11-12 10:48:41,1,150,4001,1,0,1,
43400,1,2012-11-12 11:16:22,2,130,4598,1,0,,
43403,2,2012-11-12 12:41:45,18,,887,,13,,887
43405,1,2012-11-12 12:57:56,3,150,8207,1,0,,
43406,1,2012-11-12 13:23:00,1,52,16757,0,4,,3826
43408,2,2012-11-12 13:58:49,10,,16736,,1,,16736
43413,1,2012-11-12 14:54:38,3,112,16210,2,2,1,
43414,1,2012-11-12 15:22:24,0,163,16764,1,1,,7290
43415,2,2012-11-12 15:30:48,3,,16765,,3,,16765
43417,2,2012-11-12 16:01:22,1,,10069,,4,,
43418,2,2012-11-12 16:27:57,27,,16750,,4,,
43419,1,2012-11-12 16:31:15,1,51,16767,0,0,,
43420,1,2012-11-12 16:51:18,1,65,16716,1,0,,17230
43421,1,2012-11-12 16:54:53,2,571,14500,4,4,2,
43422,2,2012-11-12 16:59:02,2,,4580,,0,,
43424,2,2012-11-12 17:15:22,4,,4812,,1,,
43425,2,2012-11-12 17:29:11,1,,7071,,0,,7071
43428,2,2012-11-12 17:53:05,2,,5739,,2,,
43431,1,2012-11-12 18:41:06,1,123,16774,2,5,1,16774
43432,2,2012-11-12 19:13:13,1,,10069,,14,,10069
43433,2,2012-11-12 19:19:49,0,,16228,,0,,16228
43434,1,2012-11-12 19:24:47,0,98,,1,13,,
43435,2,2012-11-12 19:55:07,1,,1679,,1,,
43436,1,2012-11-12 20:17:31,2,380,16732,1,1,3,
43438,2,2012-11-12 20:23:41,1,,16640,,0,,
43439,2,2012-11-12 20:47:16,2,,16228,,5,,
43441,2,2012-11-12 21:04:09,4,,7224,,1,,
43442,2,2012-11-12 21:05:48,5,,16780,,3,,
43443,1,2012-11-12 21:06:59,0,173,16126,1,0,,7290
43444,2,2012-11-12 21:15:07,1,,2860,,7,,
43445,2,2012-11-12 21:46:02,1,,13516,,2,,13516
43447,1,2012-11-12 22:27:48,2,75,16782,2,3,,7290
43448,1,2012-11-12 23:28:29,3,385,16784,2,0,1,16640
43449,2,2012-11-12 23:43:38,2,,7290,,0,,
43450,1,2012-11-12 23:56:32,1,342,14289,1,0,1,
43451,1,2012-11-12 23:58:14,4,317,900,1,2,,
43452,2,2012-11-13 00:05:29,1,,16228,,3,,
43453,1,2012-11-13 00:05:37,1,88,16786,1,4,0,686
43454,2,2012-11-13 00:49:08,1,,14741,,0,,
43455,1,2012-11-13 00:52:02,1,253,12733,0,0,,
43457,2,2012-11-13 02:01:58,2,,16640,,6,,16640
43458,1,2012-11-13 02:27:01,1,77,15989,0,0,,15989
43459,1,2012-11-13 02:29:25,2,118,8006,1,3,1,
43461,1,2012-11-13 02:52:39,5,237,16791,1,5,1,16791
43462,2,2012-11-13 03:02:12,3,,16793,,0,,
43463,2,2012-11-13 03:29:56,4,,7972,,1,,
43464,1,2012-11-13 03:31:38,1,245,16794,0,5,,686
43465,1,2012-11-13 04:32:37,0,122,16643,0,8,,930
43466,2,2012-11-13 04:44:12,1,,13165,,0,,
43467,1,2012-11-13 06:38:24,0,126,16797,0,6,,5739
43468,2,2012-11-13 07:05:53,2,,7828,,0,,7290
43469,2,2012-11-13 08:22:44,1,,264,,0,,
43470,1,2012-11-13 09:12:58,1,1054,12615,2,0,,
43471,1,2012-11-13 09:13:38,28,2799,10636,5,5,16,88
43473,2,2012-11-13 09:57:04,0,,8205,,0,,
43474,2,2012-11-13 09:59:04,2,,4598,,2,,4598
43475,2,2012-11-13 10:01:50,7,,887,,3,,887
43476,1,2012-11-13 10:23:27,1,271,16801,0,0,,
43477,2,2012-11-13 10:28:10,1,,6920,,1,,
43478,2,2012-11-13 10:43:58,1,,2860,,0,,
43479,1,2012-11-13 10:47:27,3,405,13702,1,1,,805
43480,1,2012-11-13 10:48:45,4,92,11495,0,0,,686
43481,1,2012-11-13 10:49:38,0,103,16496,0,3,,88
43482,1,2012-11-13 10:51:17,10,1391,26105,2,0,2,
43483,2,2012-11-13 10:52:14,3,,6920,,0,,
43484,1,2012-11-13 10:57:14,6,289,12603,1,1,1,
43485,2,2012-11-13 11:02:03,4,,686,,0,,
43486,2,2012-11-13 11:13:56,1,,686,,0,,
43487,2,2012-11-13 12:27:59,11,,,,2,,
43488,1,2012-11-13 12:58:02,3,227,9171,1,0,0,9171
43490,2,2012-11-13 13:27:29,3,,14857,,6,,
43491,2,2012-11-13 13:51:09,1,,887,,1,,
43492,1,2012-11-13 13:57:45,1,100,13154,2,0,,88
43493,2,2012-11-13 13:59:24,1,,10524,,1,,
43495,2,2012-11-13 14:15:29,1,,3488,,0,,3488
43497,1,2012-11-13 14:29:26,2,112,16808,2,0,,16808
43498,2,2012-11-13 15:09:25,6,,14857,,1,,14857
43499,1,2012-11-13 15:32:54,0,114,15979,0,4,,88
43500,1,2012-11-13 15:43:02,0,106,16810,1,0,,3826
43501,1,2012-11-13 16:30:16,3,544,16814,2,0,,1352
43502,2,2012-11-13 16:39:42,17,,16812,,0,,16812
43503,1,2012-11-13 16:47:18,3,146,16815,2,3,,16815
