Id,Reputation,CreationDate,Views,UpVotes,DownVotes
35515,3,2013-11-30 18:34:45,3,0,0
35516,1,2013-11-30 18:40:42,0,0,0
35517,11,2013-11-30 19:45:34,3,0,0
35518,16,2013-11-30 20:43:10,0,1,0
35519,11,2013-11-30 21:24:11,3,0,0
35521,28,2013-12-01 00:47:55,2,2,0
35522,111,2013-12-01 01:35:34,2,0,0
35523,1,2013-12-01 02:04:57,0,0,0
35526,28,2013-12-01 04:12:28,13,13,0
35527,101,2013-12-01 05:46:03,0,0,0
35528,101,2013-12-01 06:24:50,0,0,0
35529,1,2013-12-01 12:09:12,0,0,0
35530,121,2013-12-01 13:22:09,1,0,0
35531,13,2013-12-01 14:15:07,4,0,0
35532,101,2013-12-01 14:51:05,0,0,0
35533,4,2013-12-01 15:34:09,6,0,0
35534,11,2013-12-01 17:04:20,0,0,0
35535,13,2013-12-01 18:31:20,5,0,0
35536,8,2013-12-01 18:47:10,0,0,0
35537,18,2013-12-01 18:54:34,2,1,0
35538,1,2013-12-01 19:29:44,0,0,0
35539,1,2013-12-01 20:29:33,3,0,0
35540,1,2013-12-01 20:51:40,0,0,0
35544,171,2013-12-01 22:20:16,9,3,0
35545,16,2013-12-01 23:02:09,1,0,0
35546,1,2013-12-01 23:27:26,0,0,0
35547,1,2013-12-02 00:14:21,0,0,0
35548,1,2013-12-02 01:06:05,1,0,0
35549,1,2013-12-02 01:13:03,2,0,0
35550,1,2013-12-02 04:29:00,0,0,0
35552,101,2013-12-02 06:36:37,0,9,0
35553,1,2013-12-02 07:10:33,0,0,0
35554,106,2013-12-02 09:16:22,0,2,0
35555,6,2013-12-02 09:36:01,0,0,0
35556,13,2013-12-02 10:13:07,1,0,0
35557,18,2013-12-02 10:27:15,0,0,0
35558,101,2013-12-02 10:39:51,0,0,0
35559,8,2013-12-02 11:19:23,9,0,0
35560,1,2013-12-02 12:21:27,1,0,0
35561,101,2013-12-02 12:31:11,8,2,0
35562,1,2013-12-02 13:04:33,0,0,0
35563,171,2013-12-02 13:36:25,0,0,0
35564,101,2013-12-02 14:35:37,0,15,0
35565,6,2013-12-02 14:39:59,0,0,0
35566,11,2013-12-02 14:57:04,1,0,0
35567,11,2013-12-02 15:13:09,2,0,0
35568,1,2013-12-02 15:14:52,1,0,0
35569,1,2013-12-02 15:23:32,0,0,0
35570,6,2013-12-02 15:34:58,0,0,0
35571,106,2013-12-02 15:49:54,0,0,0
35572,396,2013-12-02 16:12:54,25,23,1
35573,11,2013-12-02 16:27:23,0,0,0
35574,37,2013-12-02 16:38:57,4,4,0
35575,83,2013-12-02 17:12:14,13,1,0
35576,1,2013-12-02 17:41:28,0,0,0
35577,14,2013-12-02 17:55:52,1,0,0
35578,1,2013-12-02 18:12:50,0,0,0
35579,1,2013-12-02 18:59:21,2,0,0
35580,1,2013-12-02 19:02:46,1,0,0
35581,6,2013-12-02 19:03:00,0,0,0
35582,121,2013-12-02 19:14:33,2,4,0
35583,3,2013-12-02 19:53:30,0,0,0
35584,1,2013-12-02 20:39:24,2,0,0
35585,1,2013-12-02 20:57:37,0,0,0
35586,21,2013-12-02 21:02:39,0,0,0
35587,1,2013-12-02 21:14:12,0,0,0
35588,276,2013-12-02 21:26:54,15,8,0
35589,1,2013-12-02 21:34:57,0,0,0
35590,1,2013-12-02 21:52:06,0,0,0
35591,106,2013-12-02 21:54:52,1,0,0
35592,1,2013-12-02 22:05:55,0,0,0
35593,41,2013-12-02 22:39:43,11,0,0
35594,11,2013-12-02 23:08:29,3,0,0
35595,36,2013-12-02 23:44:36,5,1,0
35596,1,2013-12-02 23:59:45,0,0,0
35597,6,2013-12-03 00:09:41,5,0,0
35598,1,2013-12-03 03:15:49,0,0,0
35599,3,2013-12-03 03:55:03,0,0,0
35600,11,2013-12-03 04:17:38,0,0,0
35601,101,2013-12-03 04:56:54,2,0,0
35602,1,2013-12-03 05:50:54,1,0,0
35603,1,2013-12-03 06:21:12,0,0,0
35605,101,2013-12-03 07:09:50,0,1,0
35607,1,2013-12-03 08:15:05,0,0,0
35608,1,2013-12-03 08:53:08,0,0,0
35609,1,2013-12-03 08:54:55,2,0,0
35610,1,2013-12-03 09:16:24,0,0,0
35611,1,2013-12-03 09:22:09,3,0,0
35612,1,2013-12-03 09:29:18,2,0,0
35613,1,2013-12-03 09:58:10,1,0,0
35614,11,2013-12-03 10:20:42,4,0,0
35615,1,2013-12-03 10:22:11,0,0,0
35616,11,2013-12-03 10:34:52,0,0,0
35617,1,2013-12-03 10:46:09,0,0,0
35618,6,2013-12-03 11:34:51,2,0,0
35619,1,2013-12-03 12:10:04,0,0,0
35620,26,2013-12-03 13:29:11,1,0,0
35621,101,2013-12-03 13:39:26,0,3,0
35622,1,2013-12-03 13:49:54,2,0,0
35623,1,2013-12-03 14:14:02,0,0,0
35624,6,2013-12-03 14:54:09,1,0,0
35625,101,2013-12-03 14:54:50,0,0,0
35626,1,2013-12-03 15:24:45,1,0,0
35627,1,2013-12-03 15:28:30,0,0,0
35628,1,2013-12-03 15:39:57,2,0,0
35629,6,2013-12-03 15:45:39,1,0,0
35631,1,2013-12-03 15:59:00,0,0,0
35632,11,2013-12-03 16:19:06,1,0,0
35633,1,2013-12-03 16:40:48,0,0,0
35634,101,2013-12-03 17:40:06,1,0,0
35635,11,2013-12-03 18:26:37,2,0,0
35636,1,2013-12-03 19:07:50,2,0,0
35637,1,2013-12-03 19:22:53,1,0,0
35638,6,2013-12-03 19:57:46,0,0,0
35639,128,2013-12-03 20:01:50,1,0,0
35640,1,2013-12-03 20:10:21,0,0,0
35641,101,2013-12-03 20:36:22,0,0,0
35642,101,2013-12-03 21:20:53,1,2,0
35643,1,2013-12-03 21:36:40,0,0,0
35644,1,2013-12-03 22:25:29,9,0,0
35645,11,2013-12-03 23:03:00,0,0,0
35646,76,2013-12-03 23:31:55,1,0,0
35647,1,2013-12-04 00:48:12,1,0,0
35648,1,2013-12-04 01:32:21,0,0,0
35649,1,2013-12-04 01:44:15,0,0,0
35650,16,2013-12-04 01:54:15,0,0,0
35652,1,2013-12-04 03:27:25,7,0,0
35653,1,2013-12-04 03:46:20,1,0,0
35654,6,2013-12-04 06:07:14,0,0,0
35655,1,2013-12-04 06:22:38,2,0,0
35656,1,2013-12-04 06:24:46,0,0,0
35657,25,2013-12-04 09:30:22,4,1,0
35658,1,2013-12-04 09:30:34,1,0,0
35659,1,2013-12-04 09:35:42,0,0,0
35660,103,2013-12-04 09:42:08,2,1,0
35661,1,2013-12-04 11:10:19,0,0,0
35662,21,2013-12-04 11:16:03,2,0,0
35663,103,2013-12-04 11:59:03,1,1,0
35664,118,2013-12-04 11:59:40,1,1,0
35665,1,2013-12-04 12:13:33,0,0,0
35667,1,2013-12-04 12:28:51,1,0,0
35668,1,2013-12-04 13:22:19,0,0,0
35669,1,2013-12-04 13:50:17,0,0,0
35670,1,2013-12-04 14:00:42,0,0,0
35671,1,2013-12-04 14:05:24,0,0,0
35672,13,2013-12-04 14:53:46,0,0,0
35673,1,2013-12-04 15:08:15,0,0,0
35674,1,2013-12-04 15:08:59,2,0,0
35675,101,2013-12-04 15:40:06,0,0,0
35677,1,2013-12-04 16:18:13,0,0,0
35678,21,2013-12-04 16:26:12,11,4,0
35679,3,2013-12-04 16:26:27,0,0,0
35680,1,2013-12-04 17:16:29,0,0,0
35681,1,2013-12-04 17:22:05,0,0,0
35682,11,2013-12-04 17:30:06,1,0,0
35683,1,2013-12-04 17:31:50,6,0,0
35684,1,2013-12-04 17:43:53,1,0,0
35685,1,2013-12-04 18:49:05,1,0,0
35686,1,2013-12-04 19:13:20,0,0,0
35687,1,2013-12-04 19:18:24,0,0,0
35688,1,2013-12-04 19:36:26,0,0,0
35689,101,2013-12-04 19:45:00,0,0,0
35690,1,2013-12-04 20:15:13,3,0,0
35691,1,2013-12-04 20:25:34,0,0,0
35692,1,2013-12-04 20:31:32,0,0,0
35693,101,2013-12-04 20:37:23,0,0,0
35694,226,2013-12-04 21:04:09,21,0,1
35695,1,2013-12-04 21:30:22,0,0,0
35696,1,2013-12-04 21:35:09,0,0,0
35697,1,2013-12-04 22:03:45,0,0,0
35698,21,2013-12-04 22:07:55,6,0,0
35702,101,2013-12-05 01:50:08,0,0,0
35703,1,2013-12-05 02:31:56,0,0,0
35704,21,2013-12-05 02:58:37,0,0,0
35705,16,2013-12-05 03:06:17,0,0,0
35707,11,2013-12-05 04:56:23,0,0,0
35708,1,2013-12-05 05:00:12,2,0,0
35709,1,2013-12-05 05:02:55,0,0,0
35710,1,2013-12-05 06:52:07,0,0,0
35711,1,2013-12-05 07:15:24,0,0,0
35712,1,2013-12-05 07:15:27,0,0,0
35713,6,2013-12-05 07:40:18,0,0,0
35714,1,2013-12-05 09:06:24,0,0,0
35715,101,2013-12-05 09:50:35,2,4,0
35716,3,2013-12-05 10:14:41,0,0,0
35717,1,2013-12-05 11:24:31,0,0,0
35718,1,2013-12-05 11:33:34,0,0,0
35720,6,2013-12-05 13:45:51,2,0,0
35721,1,2013-12-05 13:54:19,0,0,0
35722,1,2013-12-05 13:59:38,0,0,0
35723,111,2013-12-05 14:20:14,2,3,0
35724,1,2013-12-05 14:30:50,0,0,0
35725,1,2013-12-05 14:34:29,0,0,0
35726,11,2013-12-05 14:55:38,10,0,0
35728,111,2013-12-05 15:19:32,1,2,0
35729,1,2013-12-05 16:45:25,0,0,0
35730,1,2013-12-05 16:56:28,2,0,0
35732,101,2013-12-05 18:52:16,1,0,0
35733,6,2013-12-05 19:03:44,1,0,0
35734,3,2013-12-05 19:29:21,6,0,0
35735,1,2013-12-05 19:50:07,0,0,0
35736,438,2013-12-05 19:57:15,41,15,0
35737,101,2013-12-05 20:26:06,2,0,0
35738,1,2013-12-05 20:34:03,0,0,0
35739,1,2013-12-05 20:48:35,0,0,0
35740,1,2013-12-05 21:14:45,1,0,0
35741,1,2013-12-05 21:19:02,0,0,0
35742,1,2013-12-05 21:35:25,0,0,0
35743,115,2013-12-05 21:49:40,1,0,0
35744,1,2013-12-05 22:06:51,0,0,0
35746,11,2013-12-05 22:52:52,2,0,0
35747,1,2013-12-06 00:19:36,0,0,0
35749,1,2013-12-06 02:35:22,0,0,0
35750,1,2013-12-06 02:39:33,1,0,0
35751,18,2013-12-06 02:52:47,1,0,0
35753,510,2013-12-06 04:28:04,18,14,0
35754,1,2013-12-06 04:56:32,3,0,0
35755,1,2013-12-06 05:04:45,2,0,0
35756,6,2013-12-06 05:11:45,0,0,0
35757,46,2013-12-06 05:16:10,8,1,0
35758,1,2013-12-06 05:24:56,0,0,0
35759,1,2013-12-06 06:44:53,0,0,0
35760,1,2013-12-06 08:10:53,0,0,0
35761,101,2013-12-06 09:05:17,0,1,0
35763,101,2013-12-06 09:39:23,0,0,0
35764,16,2013-12-06 09:44:42,6,1,0
35765,1,2013-12-06 10:26:02,0,0,0
35766,101,2013-12-06 11:08:25,1,0,0
35767,101,2013-12-06 11:12:36,0,0,0
35768,1,2013-12-06 11:42:27,0,0,0
35770,1,2013-12-06 12:24:30,2,0,0
35772,11,2013-12-06 13:24:57,0,0,0
35774,43,2013-12-06 15:50:08,6,0,0
35775,21,2013-12-06 16:03:59,1,0,0
35776,101,2013-12-06 16:09:48,0,0,0
35777,1,2013-12-06 16:27:45,0,0,0
35778,101,2013-12-06 16:39:06,4,1,0
35779,1,2013-12-06 16:51:11,1,0,0
35780,1,2013-12-06 17:07:11,0,0,0
35782,101,2013-12-06 18:04:13,0,1,0
35783,1,2013-12-06 18:32:53,0,0,0
35785,1,2013-12-06 18:55:07,0,0,0
35786,6,2013-12-06 19:03:12,0,0,0
35788,8,2013-12-06 19:27:06,0,0,0
35789,197,2013-12-06 19:54:28,7,7,0
35791,175,2013-12-06 20:39:20,1,2,0
35792,1,2013-12-06 21:30:43,0,0,0
35793,1,2013-12-06 21:44:20,0,0,0
35794,101,2013-12-06 21:45:08,0,1,0
35795,101,2013-12-06 21:45:17,0,0,0
35796,11,2013-12-06 21:45:45,0,0,0
35797,101,2013-12-06 21:47:39,0,0,0
35798,1,2013-12-06 22:29:44,2,0,0
35799,1,2013-12-06 22:47:16,0,0,0
35800,6,2013-12-06 23:29:33,1,0,0
35801,1,2013-12-07 00:29:41,1,0,0
35802,103,2013-12-07 00:37:05,2,2,0
35803,11,2013-12-07 00:55:24,7,0,0
35804,6,2013-12-07 01:08:10,0,0,0
35805,1,2013-12-07 01:11:04,0,0,0
35809,101,2013-12-07 14:40:17,1,1,0
35810,11,2013-12-07 15:24:51,0,0,0
35811,11,2013-12-07 15:46:18,1,0,0
35812,1,2013-12-07 15:57:43,0,0,0
35813,101,2013-12-07 16:11:29,0,0,0
35814,1,2013-12-07 17:09:05,1,0,0
35815,1,2013-12-07 17:25:08,0,0,0
35816,101,2013-12-07 17:44:14,3,0,0
35817,1,2013-12-07 18:04:22,0,0,0
35818,1,2013-12-07 18:24:28,2,0,0
35820,1,2013-12-07 18:41:12,1,0,0
35821,11,2013-12-07 18:53:54,3,0,0
35822,11,2013-12-07 18:57:29,13,0,0
35824,1,2013-12-07 19:01:55,0,0,0
35825,101,2013-12-07 19:11:55,1,0,0
35826,6,2013-12-07 19:14:25,0,0,0
35827,11,2013-12-07 19:26:10,0,0,0
35828,16,2013-12-07 19:35:21,2,0,0
35829,6,2013-12-07 19:54:56,0,0,0
35830,11,2013-12-07 22:10:20,0,0,0
35831,101,2013-12-07 22:24:33,0,1,0
35832,1,2013-12-07 23:17:20,2,0,0
35833,8,2013-12-07 23:27:06,2,0,0
35834,101,2013-12-08 01:44:10,0,4,0
35836,1,2013-12-08 02:30:55,0,0,0
35837,6,2013-12-08 02:38:11,0,0,0
35839,1,2013-12-08 04:12:02,0,0,0
35840,1,2013-12-08 05:22:02,0,0,0
35841,106,2013-12-08 05:34:44,5,0,0
35842,86,2013-12-08 05:37:13,26,489,0
35843,1,2013-12-08 06:10:05,3,0,0
35844,1,2013-12-08 07:15:12,0,0,0
35845,13,2013-12-08 09:25:05,2,0,0
35846,1,2013-12-08 11:47:52,0,0,0
35847,1,2013-12-08 12:02:06,0,0,0
35848,1,2013-12-08 13:02:31,2,0,0
35849,6,2013-12-08 13:32:57,0,0,0
35851,1,2013-12-08 14:15:08,0,0,0
35852,1,2013-12-08 14:40:11,0,0,0
35853,1,2013-12-08 14:46:20,0,0,0
35854,1,2013-12-08 15:13:35,4,0,0
35855,8,2013-12-08 15:24:42,0,0,0
35856,101,2013-12-08 15:34:49,1,0,0
35857,1,2013-12-08 16:09:40,1,0,0
35858,11,2013-12-08 16:36:53,0,0,0
35859,1,2013-12-08 16:41:30,0,0,0
35861,1,2013-12-08 16:50:02,0,0,0
35862,11,2013-12-08 16:52:27,2,0,0
35863,31,2013-12-08 16:59:30,0,0,0
35864,11,2013-12-08 16:59:49,0,0,0
35865,1,2013-12-08 17:31:47,5,0,0
35866,101,2013-12-08 17:45:42,0,3,0
35867,101,2013-12-08 17:48:41,0,0,0
35869,1,2013-12-08 18:23:55,0,0,0
35870,1,2013-12-08 19:18:30,0,0,0
35871,1,2013-12-08 19:36:33,1,0,0
35872,128,2013-12-08 19:42:04,2,2,0
35873,59,2013-12-08 20:01:44,8,11,0
35874,3,2013-12-08 20:14:55,2,0,0
35875,16,2013-12-08 21:17:16,2,1,0
35876,101,2013-12-08 21:18:25,0,2,0
35877,1,2013-12-08 21:19:17,0,0,0
35878,3,2013-12-08 21:38:17,0,0,0
35879,20,2013-12-08 21:49:01,2,2,0
35880,1,2013-12-08 21:53:17,5,0,0
35881,25,2013-12-08 21:59:22,8,4,0
35883,36,2013-12-08 22:37:24,2,0,0
35884,101,2013-12-09 00:07:40,1,0,0
35885,116,2013-12-09 00:37:37,2,1,0
35886,1,2013-12-09 00:46:18,0,0,0
35887,1,2013-12-09 00:56:34,0,0,0
35888,1,2013-12-09 01:22:50,0,0,0
35889,101,2013-12-09 01:32:43,0,0,0
35890,1,2013-12-09 02:10:35,0,0,0
35891,111,2013-12-09 02:42:29,1,1,0
35892,1,2013-12-09 03:25:13,0,0,0
35893,6,2013-12-09 03:25:26,1,0,0
35894,101,2013-12-09 04:46:33,0,0,0
35895,103,2013-12-09 05:39:12,2,33,0
35896,101,2013-12-09 05:56:16,1,0,0
35897,1,2013-12-09 06:25:54,0,0,0
35898,1,2013-12-09 06:40:13,1,0,0
35899,1,2013-12-09 08:57:19,0,0,0
35900,101,2013-12-09 09:36:21,0,0,0
35901,26,2013-12-09 11:20:25,6,0,0
35904,16,2013-12-09 11:38:59,7,0,0
35905,13,2013-12-09 11:49:46,4,0,0
35906,6,2013-12-09 13:17:18,6,0,0
35907,16,2013-12-09 14:21:16,2,1,0
35908,1,2013-12-09 14:24:21,1,0,0
35909,103,2013-12-09 14:31:28,1,0,0
35910,101,2013-12-09 14:31:38,0,5,0
35912,1,2013-12-09 14:58:49,0,0,0
35914,1,2013-12-09 15:13:26,0,0,0
35915,6,2013-12-09 15:22:52,0,0,0
35916,101,2013-12-09 15:34:57,1,12,0
35917,1423,2013-12-09 15:37:39,123,94,2
35918,168,2013-12-09 15:41:48,3,6,0
35919,6,2013-12-09 15:46:24,2,0,0
35920,1,2013-12-09 16:00:06,0,0,0
35921,113,2013-12-09 16:42:39,2,1,0
35922,1,2013-12-09 17:09:57,0,0,0
35923,1,2013-12-09 17:18:25,1,0,0
35924,1,2013-12-09 17:49:24,0,0,0
35925,10,2013-12-09 18:14:02,4,0,0
35926,6,2013-12-09 18:43:18,0,0,0
35927,1,2013-12-09 18:48:15,1,0,0
35928,1,2013-12-09 19:08:36,0,0,0
35930,101,2013-12-09 20:25:39,0,0,0
35931,6,2013-12-09 20:26:51,1,0,0
35932,18,2013-12-09 20:42:41,1,1,0
35934,101,2013-12-09 21:23:14,2,0,0
35935,101,2013-12-09 21:35:32,0,1,0
35936,21,2013-12-09 21:55:09,0,0,0
35937,11,2013-12-09 22:13:39,0,0,0
35938,101,2013-12-09 22:22:39,0,0,0
35939,1,2013-12-10 00:40:30,0,0,0
35940,66,2013-12-10 00:47:50,8,0,0
35941,1,2013-12-10 00:48:18,4,0,0
35942,1,2013-12-10 01:19:56,0,0,0
35943,8,2013-12-10 01:34:30,2,0,0
35944,16,2013-12-10 02:01:02,2,1,0
35945,16,2013-12-10 02:26:05,1,0,0
35948,1,2013-12-10 05:13:55,11,0,0
35949,121,2013-12-10 05:31:15,2,0,0
35950,1,2013-12-10 05:45:29,0,0,0
35951,1,2013-12-10 06:11:55,0,0,0
35952,101,2013-12-10 06:51:56,0,1,0
35953,1,2013-12-10 08:35:47,0,0,0
35955,1,2013-12-10 09:40:44,0,0,0
35956,118,2013-12-10 09:48:08,0,4,0
35958,1,2013-12-10 10:21:19,0,0,0
35959,101,2013-12-10 10:33:38,2,6,0
35960,1,2013-12-10 10:39:18,0,0,0
35961,56,2013-12-10 10:50:46,5,0,0
35962,101,2013-12-10 12:04:06,1,0,0
35963,116,2013-12-10 12:11:07,2,0,0
35964,1,2013-12-10 12:22:01,0,0,0
35965,8,2013-12-10 12:53:12,2,0,0
35966,1,2013-12-10 12:56:33,0,0,0
35967,1,2013-12-10 13:05:23,4,0,0
35968,1,2013-12-10 13:10:46,0,0,0
35969,141,2013-12-10 13:52:31,6,4,0
35970,11,2013-12-10 14:25:58,2,0,0
35971,6,2013-12-10 14:37:30,7,0,0
35972,3,2013-12-10 14:40:25,4,0,0
35973,81,2013-12-10 14:42:00,4,13,0
35974,1,2013-12-10 15:27:56,0,0,0
35975,1,2013-12-10 15:30:13,0,0,0
35976,101,2013-12-10 15:36:24,0,1,0
35977,63,2013-12-10 16:23:34,9,2,0
35978,6,2013-12-10 17:01:47,0,0,0
35979,106,2013-12-10 17:20:59,1,0,0
35980,1,2013-12-10 17:53:39,0,0,0
35982,1,2013-12-10 19:18:53,0,0,0
35983,1,2013-12-10 19:36:12,0,0,0
35984,16,2013-12-10 19:38:07,15,0,0
35985,141,2013-12-10 20:22:07,6,2,0
35987,1,2013-12-10 20:26:49,0,0,0
35988,144,2013-12-10 21:11:31,26,5,0
35989,1,2013-12-10 21:19:06,0,0,0
35990,43,2013-12-10 21:27:44,8,2,0
35993,101,2013-12-10 21:42:01,0,0,0
35994,101,2013-12-10 22:12:05,0,0,0
35996,101,2013-12-10 23:06:06,0,0,0
35998,131,2013-12-10 23:39:03,3,4,0
35999,18,2013-12-11 00:15:54,0,0,0
36000,21,2013-12-11 01:15:06,2,0,0
36001,101,2013-12-11 01:21:51,1,0,0
36002,1,2013-12-11 01:28:18,0,0,0
36003,1,2013-12-11 01:42:06,0,0,0
36004,209,2013-12-11 03:28:07,4,1,0
36005,1,2013-12-11 03:31:41,0,0,0
36006,161,2013-12-11 04:37:48,2,1,0
36008,101,2013-12-11 05:25:55,0,0,0
36009,6,2013-12-11 05:26:13,2,0,0
36010,1,2013-12-11 06:00:01,0,0,0
36012,1,2013-12-11 06:46:29,0,0,0
36013,1,2013-12-11 06:54:43,0,0,0
36014,1,2013-12-11 07:20:05,0,0,0
36015,1,2013-12-11 08:13:55,0,0,0
36016,101,2013-12-11 09:46:29,0,0,0
36017,1,2013-12-11 09:51:34,0,0,0
36018,1,2013-12-11 10:06:09,0,0,0
36019,111,2013-12-11 10:23:31,2,0,0
36020,101,2013-12-11 10:27:02,0,0,0
36021,3,2013-12-11 10:28:07,0,0,0
36022,106,2013-12-11 10:29:02,4,1,0
36023,101,2013-12-11 11:01:28,0,0,0
36024,1,2013-12-11 11:06:40,0,0,0
36026,1,2013-12-11 12:02:18,0,0,0
36027,1,2013-12-11 12:05:24,0,0,0
36028,101,2013-12-11 12:11:08,0,0,0
36029,11,2013-12-11 12:12:38,0,0,0
36031,101,2013-12-11 12:38:12,0,6,0
36032,101,2013-12-11 13:06:49,0,1,0
36033,6,2013-12-11 13:25:35,1,0,0
36035,11,2013-12-11 13:53:36,0,0,0
36037,1,2013-12-11 14:17:24,0,0,0
36038,18,2013-12-11 14:43:07,1,0,0
36039,11,2013-12-11 15:04:48,1,0,0
36040,66,2013-12-11 15:18:33,5,3,0
36041,2538,2013-12-11 15:34:17,252,15,5
36042,1,2013-12-11 15:39:44,0,0,0
36043,1,2013-12-11 15:39:53,0,0,0
36044,1,2013-12-11 16:06:14,1,0,0
36045,19,2013-12-11 16:27:24,27,0,0
36046,16,2013-12-11 16:48:08,1,0,0
36047,1,2013-12-11 16:49:10,1,0,0
36048,1,2013-12-11 16:53:37,0,0,0
36049,101,2013-12-11 17:16:06,1,0,0
36050,1,2013-12-11 17:20:33,0,0,0
36051,101,2013-12-11 17:33:11,0,10,0
36052,1,2013-12-11 17:43:18,1,0,0
36053,1,2013-12-11 18:08:31,0,0,0
36054,101,2013-12-11 18:21:23,0,0,0
36055,108,2013-12-11 19:07:09,1,0,0
36056,106,2013-12-11 19:14:03,1,0,0
36057,101,2013-12-11 19:42:13,0,0,0
36058,108,2013-12-11 19:48:56,2,2,0
36059,106,2013-12-11 20:43:01,10,0,0
36061,1,2013-12-11 21:32:35,0,0,0
36062,1,2013-12-11 21:36:05,0,0,0
36063,1,2013-12-11 22:14:15,0,0,0
36064,101,2013-12-11 22:16:35,2,0,0
36065,1,2013-12-11 23:27:48,0,0,0
36067,121,2013-12-11 23:46:49,4,0,0
36068,603,2013-12-11 23:48:05,37,14,6
36069,1,2013-12-11 23:54:35,0,0,0
36070,1,2013-12-12 00:55:36,0,0,0
36071,1,2013-12-12 02:40:46,0,0,0
36072,21,2013-12-12 03:21:24,1,0,0
36074,101,2013-12-12 04:02:23,0,0,0
36075,1,2013-12-12 04:37:07,0,0,0
36076,1,2013-12-12 04:59:51,0,0,0
36077,101,2013-12-12 05:17:19,3,3,0
36078,3,2013-12-12 05:43:57,0,0,0
36079,1,2013-12-12 06:18:28,0,0,0
36080,1,2013-12-12 06:20:28,1,0,0
36081,11,2013-12-12 06:44:52,4,0,0
36082,99,2013-12-12 07:17:27,3,0,0
36084,1,2013-12-12 07:59:48,0,0,0
36085,1,2013-12-12 08:28:56,0,0,0
36086,1,2013-12-12 09:19:25,0,0,0
36087,1,2013-12-12 09:26:12,1,0,0
36088,23,2013-12-12 11:11:12,1,1,0
36090,41,2013-12-12 11:29:19,10,1,0
36091,1,2013-12-12 11:54:52,0,0,0
36092,101,2013-12-12 12:49:40,0,0,0
36093,1,2013-12-12 13:04:25,0,0,0
36095,21,2013-12-12 14:45:44,1,0,0
36096,1,2013-12-12 15:10:17,0,0,0
36097,101,2013-12-12 15:24:48,0,0,0
36098,1,2013-12-12 15:30:01,0,0,0
36099,1,2013-12-12 15:33:52,0,0,0
36100,6,2013-12-12 16:13:03,1,0,0
36101,113,2013-12-12 16:17:24,1,0,0
36102,1,2013-12-12 16:34:34,1,0,0
36103,1,2013-12-12 16:35:56,0,0,0
36104,1,2013-12-12 18:12:23,0,0,0
36105,1,2013-12-12 18:48:44,6,0,0
36106,99,2013-12-12 19:08:23,7,2,0
36107,6,2013-12-12 19:32:47,2,0,0
36108,13,2013-12-12 19:32:50,0,0,0
36109,1,2013-12-12 20:05:43,0,0,0
36110,1,2013-12-12 21:00:23,2,0,0
36111,1,2013-12-12 21:17:13,0,0,0
36112,1,2013-12-12 21:30:49,2,0,0
36113,1,2013-12-12 21:39:06,0,0,0
36115,146,2013-12-12 22:01:44,19,6,0
36118,101,2013-12-12 22:44:40,0,0,0
36121,1,2013-12-12 23:28:59,0,0,0
36123,1,2013-12-13 01:24:47,0,0,0
36124,1,2013-12-13 01:36:42,0,0,0
36125,1,2013-12-13 02:00:13,0,0,0
36126,1,2013-12-13 02:02:53,1,0,0
36127,24,2013-12-13 02:20:28,11,0,0
36128,6,2013-12-13 02:57:53,0,0,0
36129,1,2013-12-13 03:17:05,0,0,0
36130,158,2013-12-13 03:51:03,6,4,0
36131,108,2013-12-13 03:57:14,1,1,0
36132,1,2013-12-13 04:17:03,1,0,0
36133,1,2013-12-13 04:29:16,1,0,0
36134,1,2013-12-13 04:40:19,0,0,0
36135,16,2013-12-13 05:58:18,1,1,0
36136,101,2013-12-13 06:43:15,0,0,0
36138,6,2013-12-13 08:40:03,1,0,0
36140,101,2013-12-13 09:28:21,0,0,0
36141,101,2013-12-13 09:52:45,0,0,0
36142,101,2013-12-13 10:19:51,0,1,0
36143,1,2013-12-13 10:55:15,0,0,0
36144,116,2013-12-13 11:05:15,8,13,0
36147,1,2013-12-13 11:59:11,1,0,0
36148,6,2013-12-13 12:51:58,0,0,0
36149,1,2013-12-13 13:11:20,0,0,0
36150,1,2013-12-13 13:30:54,0,0,0
36152,1,2013-12-13 13:54:38,0,0,0
36153,11,2013-12-13 13:59:51,0,0,0
36154,25,2013-12-13 14:05:44,10,1,0
36155,101,2013-12-13 14:05:49,0,3,0
36157,1,2013-12-13 15:24:07,0,0,0
36158,15,2013-12-13 17:18:07,2,1,0
36160,21,2013-12-13 18:26:44,1,0,0
36162,31,2013-12-13 19:01:34,5,0,0
36163,162,2013-12-13 19:05:12,15,4,0
36164,3,2013-12-13 19:17:19,0,0,0
36165,1,2013-12-13 19:19:55,0,0,0
36166,101,2013-12-13 19:43:10,0,2,0
36167,11,2013-12-13 19:56:26,0,0,0
36168,1,2013-12-13 20:08:57,0,0,0
36169,1,2013-12-13 20:10:31,0,0,0
36170,1,2013-12-13 20:12:18,0,0,0
36171,106,2013-12-13 20:26:41,2,0,0
36172,41,2013-12-13 20:45:42,11,1,0
36173,3,2013-12-13 20:54:00,1,0,0
36174,6,2013-12-13 21:00:33,2,0,0
36175,1,2013-12-13 21:00:52,1,0,0
36176,6,2013-12-13 21:24:41,3,0,0
36177,1,2013-12-13 22:33:41,0,0,0
36178,1,2013-12-13 22:54:21,0,0,0
36179,3,2013-12-13 23:43:24,0,0,0
36180,16,2013-12-13 23:55:51,1,0,0
